velocity_threshold_m_s,number_of_valid_positions,coverage_percentage,mean_error_m,mean_absolute_error_m,rmse_m,maximum_absolute_error_m
1400.0,21,35.0,0.7191156516601215,0.7191156516601215,0.7619993872084216,1.0789967723695515
1500.0,20,33.33333333333333,1.0286321728253722,1.0286321728253722,1.0646137467257102,1.4502371657511457
1600.0,20,33.33333333333333,1.317226470198675,1.317226470198675,1.350164059881693,1.8214775591327363
1700.0,19,31.666666666666664,1.5974664321048755,1.5974664321048755,1.6336667708363815,2.1926486074268876
1800.0,19,31.666666666666664,1.8621347295659731,1.8621347295659731,1.9022109992827003,2.5636680400968306
1900.0,19,31.666666666666664,2.125118514218712,2.125118514218712,2.1700680945928643,2.9346874727667736
2000.0,19,31.666666666666664,2.3895980880250463,2.3895980880250463,2.4403326046024363,3.3424984418842882
