pair_id,source_x_m,source_z_m,receiver_x_m,receiver_z_m,offset_m,linear_travel_time_s,linear_travel_time_ms,noise_ms,observed_travel_time_ms,observed_travel_time_s,predicted_travel_time_ms,travel_time_residual_ms
117,85.0,0.0,18.0,0.0,67.0,0.0960097048742573,96.00970487425734,-1.251218381973927,94.7584864922834,0.0947584864922834,95.77995844441192,-1.0214719521285218
118,85.0,0.0,22.0,0.0,63.0,0.091806752539166,91.806752539166,0.3543894573972401,92.16114199656325,0.0921611419965632,92.6687009918085,-0.5075589952452617
119,85.0,0.0,26.0,0.0,59.0,0.0894590004021071,89.4590004021071,0.3442431837272997,89.8032435858344,0.0898032435858344,89.32849408206027,0.4747495037741203
120,85.0,0.0,30.0,0.0,55.0,0.086325625859217,86.32562585921708,1.0936566519751088,87.4192825111922,0.0874192825111921,86.1288730988838,1.2904094123083922
121,85.0,0.0,34.0,0.0,51.0,0.0856832189970005,85.68321899700054,0.6437418338403633,86.3269608308409,0.0863269608308409,84.62556548796441,1.701395342876495
122,85.0,0.0,38.0,0.0,47.0,0.0859550209427918,85.9550209427918,-1.1828495601106648,84.77217138268114,0.0847721713826811,83.74608138999119,1.026089992689947
123,85.0,0.0,42.0,0.0,43.0,0.0807510602271614,80.75106022716142,1.131248400296399,81.88230862745782,0.0818823086274578,80.91713660810767,0.965172019350149
124,85.0,0.0,46.0,0.0,39.0,0.0732393336944022,73.23933369440223,-0.7442881275269015,72.49504556687533,0.0724950455668753,73.66942151856122,-1.1743759516858887
125,85.0,0.0,50.0,0.0,35.0,0.065727607161643,65.72760716164304,0.424370898200031,66.15197805984306,0.066151978059843,65.74465739032327,0.40732066951979107
126,85.0,0.0,54.0,0.0,31.0,0.0582158806288838,58.215880628883816,0.5830134672967178,58.79889409618053,0.0587988940961805,57.822006495200604,0.9768876009799285
127,85.0,0.0,58.0,0.0,27.0,0.0507041540961246,50.70415409612462,-0.2495694915198754,50.45458460460474,0.0504545846046047,49.955503846740626,0.4990807578641139
128,85.0,0.0,62.0,0.0,23.0,0.0431924275633654,43.192427563365406,-0.2496589439799068,42.9427686193855,0.0429427686193854,42.643427062569366,0.29934155681613106
