pair_id,source_x_m,source_z_m,receiver_x_m,receiver_z_m,offset_m,linear_travel_time_s,linear_travel_time_ms,noise_ms,observed_travel_time_ms,observed_travel_time_s,predicted_travel_time_ms,travel_time_residual_ms
164,105.0,0.0,94.0,0.0,11.0,0.0206572479650878,20.657247965087805,0.1842087498587456,20.84145671494655,0.0208414567149465,20.712402403508854,0.1290543114376952
165,105.0,0.0,98.0,0.0,7.0,0.0131455214323286,13.145521432328604,-1.4507329398224724,11.694788492506133,0.0116947884925061,13.245914738497333,-1.5511262459912007
166,105.0,0.0,110.0,0.0,5.0,0.0093896581659489,9.389658165948996,-0.1414249873951492,9.248233178553846,0.0092482331785538,9.661655224156526,-0.4134220456026796
167,105.0,0.0,114.0,0.0,9.0,0.0169013846987082,16.901384698708203,0.509025172729218,17.41040987143742,0.0174104098714374,17.14051390665546,0.2698959647819592
168,105.0,0.0,118.0,0.0,13.0,0.0244131112314674,24.413111231467408,0.2938325631979709,24.706943794665374,0.0247069437946653,24.33991429890205,0.367029495763326
169,115.0,0.0,2.0,0.0,113.0,0.1513270328626386,151.3270328626386,-0.4979166449260726,150.8291162177125,0.1508291162177125,151.90883485658773,-1.079718638875221
170,115.0,0.0,6.0,0.0,109.0,0.1474282706728209,147.42827067282096,-1.2336027440955462,146.1946679287254,0.1461946679287254,146.95084540067393,-0.7561774719485186
171,115.0,0.0,10.0,0.0,105.0,0.1424229103328593,142.42291033285937,-1.549552317460032,140.87335801539933,0.1408733580153993,141.5836799806454,-0.7103219652460666
172,115.0,0.0,14.0,0.0,101.0,0.1373097385662872,137.30973856628728,-0.7584517179714938,136.55128684831578,0.1365512868483157,137.30475095670167,-0.7534641083858844
173,115.0,0.0,18.0,0.0,97.0,0.1341669622329416,134.16696223294164,1.6985351560141446,135.8654973889558,0.1358654973889557,134.13795202952394,1.7275453594318435
174,115.0,0.0,22.0,0.0,93.0,0.1294778523316657,129.47785233166576,0.1483031554971384,129.6261554871629,0.1296261554871629,129.98325779905701,-0.3571023118941241
175,115.0,0.0,26.0,0.0,89.0,0.126157962898012,126.15796289801204,-0.5159788306397627,125.64198406737228,0.1256419840673723,126.38208825586356,-0.7401041884912871
176,115.0,0.0,30.0,0.0,85.0,0.1232904813611176,123.29048136111764,-1.431817248276642,121.858664112841,0.1218586641128409,125.69077558200497,-3.8321114691639764
177,115.0,0.0,34.0,0.0,81.0,0.1277152745176754,127.7152745176754,1.6612275870392958,129.3765021047147,0.1293765021047146,128.15287992186634,1.2236221828483451
178,115.0,0.0,38.0,0.0,77.0,0.1292973147126996,129.2973147126997,1.0576505261768712,130.35496523887656,0.1303549652388765,130.45038940424814,-0.0954241653715826
179,115.0,0.0,42.0,0.0,73.0,0.1348694020672799,134.86940206727996,-0.1052461141205169,134.76415595315945,0.1347641559531594,132.10558815477268,2.6585677983867697
180,115.0,0.0,46.0,0.0,69.0,0.1295772826900962,129.57728269009618,-1.79616976743747,127.7811129226587,0.1277811129226587,128.69140037808234,-0.910287455423628
181,115.0,0.0,50.0,0.0,65.0,0.1220655561573369,122.06555615733696,1.66298188763509,123.72853804497204,0.123728538044972,121.66839631999696,2.0601417249750824
182,115.0,0.0,54.0,0.0,61.0,0.1145538296245778,114.5538296245778,-1.1502007752670826,113.40362884931072,0.1134036288493107,113.94421153243047,-0.5405826831197516
183,115.0,0.0,58.0,0.0,57.0,0.1070421030918186,107.0421030918186,-1.5257397936845412,105.51636329813408,0.105516363298134,106.20707136041155,-0.6907080622774657
184,115.0,0.0,62.0,0.0,53.0,0.0995303765590593,99.5303765590594,-0.1206094128429775,99.40976714621642,0.0994097671462164,99.36092234201732,0.048844804199106306
185,115.0,0.0,66.0,0.0,49.0,0.0920186500263002,92.01865002630022,0.4190376262278911,92.43768765252813,0.0924376876525281,92.07185398967577,0.36583366285235286
186,115.0,0.0,70.0,0.0,45.0,0.084506923493541,84.506923493541,-1.2055276266686563,83.30139586687234,0.0833013958668723,84.00260461106349,-0.701208744191149
187,115.0,0.0,74.0,0.0,41.0,0.0769951969607818,76.9951969607818,-1.2961188706619509,75.69907809011984,0.0756990780901198,76.57266396090601,-0.8735858707861723
188,115.0,0.0,78.0,0.0,37.0,0.0694834704280226,69.48347042802261,0.92606367102677,70.40953409904938,0.0704095340990493,69.2808148779225,1.128719221126886
189,115.0,0.0,82.0,0.0,33.0,0.0619717438952634,61.971743895263415,0.245639576593375,62.21738347185679,0.0622173834718567,61.4991334684215,0.7182500034352941
190,115.0,0.0,86.0,0.0,29.0,0.0544600173625042,54.46001736250421,-0.8977331378896924,53.56228422461452,0.0535622842246145,53.87902687287363,-0.31674264825910825
191,115.0,0.0,90.0,0.0,25.0,0.046948290829745,46.94829082974503,-0.7630101268803876,46.18528070286464,0.0461852807028646,46.46985550812564,-0.284574805261002
192,115.0,0.0,94.0,0.0,21.0,0.0394365642969858,39.43656429698581,-1.115862323884241,38.32070197310156,0.0383207019731015,39.02082580906497,-0.700123835963403
193,115.0,0.0,98.0,0.0,17.0,0.0319248377642266,31.92483776422661,-0.5067702501890298,31.41806751403758,0.0314180675140375,31.706380226765212,-0.28831271272763104
194,115.0,0.0,102.0,0.0,13.0,0.0244131112314674,24.413111231467404,0.0518771061749336,24.46498833764234,0.0244649883376423,24.44712998879003,0.017858348852307415
195,115.0,0.0,106.0,0.0,9.0,0.0169013846987082,16.901384698708203,1.6094014041144111,18.51078610282261,0.0185107861028226,17.059671502635403,1.451114600187207
196,115.0,0.0,110.0,0.0,5.0,0.0093896581659489,9.389658165948996,0.6008240410858212,9.990482207034816,0.0099904822070348,9.419797494941855,0.5706847120929606
